saddr,src_socket,sport,daddr,dport,proto,stime,ltime,dur,flgs,state,pkts,spkts,dpkts,bytes,sbytes,dbytes,rate,srate,drate,mean,stddev,sum,min,max,attack,category,subcategory
192.168.100.150,192.168.100.15036884,36884,192.168.100.3,22,tcp,1529284216,1529284216,0.005675,e,RST,6,3,3,434,228,206,881.057251,352.422913,352.422913,0.005675,0,0.005675,0.005675,0.005675,1,Theft,Data_Exfiltration
192.168.100.150,192.168.100.15036886,36886,192.168.100.3,22,tcp,1529284216,1529284216,0.008312,e,RST,6,3,3,434,228,206,601.539917,240.615982,240.615982,0.008312,0,0.008312,0.008312,0.008312,1,Theft,Data_Exfiltration
192.168.100.150,192.168.100.15036888,36888,192.168.100.3,22,tcp,1529284216,1529284218,2.579829,e,RST,27,13,14,5138,1666,3472,10.078187,4.651471,5.039093,2.579829,0,2.579829,2.579829,2.579829,1,Theft,Data_Exfiltration
192.168.100.150,192.168.100.15036890,36890,192.168.100.3,22,tcp,1529284216,1529284218,2.575216,e,RST,27,13,14,5138,1666,3472,10.09624,4.659803,5.04812,2.575216,0,2.575216,2.575216,2.575216,1,Theft,Data_Exfiltration
192.168.100.150,192.168.100.15036892,36892,192.168.100.3,22,tcp,1529284216,1529284218,2.569325,e,RST,28,14,14,5204,1732,3472,10.508596,5.059695,5.059695,2.569325,0,2.569325,2.569325,2.569325,1,Theft,Data_Exfiltration
192.168.100.150,192.168.100.15036894,36894,192.168.100.3,22,tcp,1529284216,1529284218,2.516972,e,RST,27,13,14,5138,1666,3472,10.329872,4.767633,5.164936,2.516972,0,2.516972,2.516972,2.516972,1,Theft,Data_Exfiltration
192.168.100.150,192.168.100.15046307,46307,192.168.100.3,22,tcp,1529284228,1529284256,28.441805,e,CON,68,32,36,11618,5302,6316,2.355687,1.089945,1.230583,1.475531,0.837133,4.426592,0.736925,2.646104,1,Theft,Data_Exfiltration
192.168.100.3,192.168.100.350032,50032,192.168.100.150,4433,tcp,1529284254,1529285303,1048.69268,e d,CON,250354,201004,49350,1186761309,1182406627,4354682,157.88219,126.760064,31.120864,4.42615303,1.19879601,572.203003,0.000156,4.999951,1,Theft,Data_Exfiltration
192.168.100.6,192.168.100.6,,192.168.100.1,,arp,1529284492,1529284492,0.000066,e,CON,2,1,1,120,60,60,15151.5146,0,0,0.000066,0,0.000066,0.000066,0.000066,0,Normal,Normal
192.168.100.6,192.168.100.652670,52670,192.168.100.1,53,udp,1529284492,1529284492,0.000446,e,CON,2,1,1,225,85,140,2242.15259,0,0,0.000446,0,0.000446,0.000446,0.000446,0,Normal,Normal
192.168.100.1,192.168.100.1,,192.168.100.3,,arp,1529284587,1529284587,0.000052,e,CON,2,1,1,120,60,60,19230.7695,0,0,0.000052,0,0.000052,0.000052,0.000052,0,Normal,Normal
192.168.100.4,192.168.100.449844,49844,91.189.94.4,123,udp,1529284744,1529284744,0.288762,e,CON,2,1,1,180,90,90,3.463059,0,0,0.288762,0,0.288762,0.288762,0.288762,0,Normal,Normal
192.168.100.150,192.168.100.15049421,49421,27.124.125.251,123,udp,1529284744,1529284744,0.049022,e,CON,2,1,1,180,90,90,20.399004,0,0,0.049022,0,0.049022,0.049022,0.049022,0,Normal,Normal
192.168.100.1,192.168.100.1,,192.168.100.150,,arp,1529284744,1529284744,0.000154,e,CON,2,1,1,120,60,60,6493.50684,0,0,0.000154,0,0.000154,0.000154,0.000154,0,Normal,Normal
192.168.100.1,192.168.100.1,,192.168.100.4,,arp,1529284744,1529284744,0.000024,e,CON,2,1,1,102,60,42,41666.6641,0,0,0.000024,0,0.000024,0.000024,0.000024,0,Normal,Normal
192.168.100.4,192.168.100.4,,192.168.100.1,,arp,1529284749,1529284749,0.000295,e,CON,2,1,1,102,42,60,3389.83057,0,0,0.000295,0,0.000295,0.000295,0.000295,0,Normal,Normal
192.168.100.150,192.168.100.150,,192.168.100.1,,arp,1529284749,1529284749,0.000112,e,CON,2,1,1,120,60,60,8928.57129,0,0,0.000112,0,0.000112,0.000112,0.000112,0,Normal,Normal
192.168.100.3,192.168.100.3,,192.168.100.150,,arp,1529285007,1529285308,300.479888,e,CON,24,12,12,1440,720,720,0.0366215,0.0166465,0.0166465,0.0000745,5.97022e-5,0.000894,0.000003,0.000185,1,Theft,Data_Exfiltration
192.168.100.46,192.168.100.463456,3456,192.168.100.5,80,udp,1529380744,1529381239,495.112976,e,CON,74251,37126,37125,72233131,35276934,36956197,149.965775,74.982887,74.980865,4.987838,0.051314,493.79599,4.481892,4.999853,0,Normal,Normal
192.168.100.55,192.168.100.558080,8080,192.168.100.3,80,tcp,1529380744,1529381239,495.114532,e *,CON,74252,37126,37126,72360352,37342895,35017457,149.967316,74.982651,74.982651,4.987854,0.051164,493.797546,4.483463,4.99982,0,Normal,Normal
192.168.100.46,192.168.100.4680,80,192.168.100.5,80,udp,1529380744,1529381835,1090.65601,e,INT,83180,83180,0,79805511,79805511,0,76.265106,76.265106,0,4.96663,0.324969,1087.69202,0.209888,4.999851,0,Normal,Normal
192.168.100.46,192.168.100.4680,80,192.168.100.5,80,tcp,1529380744,1529381835,1090.65601,e,CON,83180,83180,0,77861525,77861525,0,76.265106,76.265106,0,4.966535,0.32532,1087.67114,0.20989,4.999918,0,Normal,Normal
192.168.100.5,192.168.100.50,0,192.168.100.3,0,tcp,1529380744,1529381834,1090.64368,e,CON,49908,49908,0,35474286,35474286,0,45.759216,45.759216,0,4.956844,0.338414,1085.54883,0.161466,4.999962,0,Normal,Normal
192.168.100.6,192.168.100.680,80,192.168.100.3,80,tcp,1529380744,1529381834,1090.61877,e,CON,28073,28073,0,8309608,8309608,0,25.739517,25.739517,0,4.940312,0.367997,1081.92835,0,4.999618,0,Normal,Normal
192.168.100.7,192.168.100.7365,365,192.168.100.3,565,udp,1529380744,1529381834,1090.63123,e,INT,44709,44709,0,2682540,2682540,0,40.992775,40.992775,0,4.954418,0.346391,1085.01758,0.04973,4.999998,0,Normal,Normal
192.168.100.3,192.168.100.342954,42954,192.168.100.150,4433,tcp,1529380745,1529380745,0.000112,e,RST,2,1,1,134,74,60,8928.57129,0,0,0.000112,0,0.000112,0.000112,0.000112,1,Theft,Keylogging
192.168.100.3,192.168.100.342392,42392,13.211.17.145,8883,tcp,1529380746,1529381832,1085.75671,e,CON,1749,875,874,417009,359325,57684,1.609937,0.804969,0.804048,3.593948,1.537161,747.541199,0.00627,4.999779,0,Normal,Normal
192.168.100.3,192.168.100.354768,54768,192.168.100.149,4433,tcp,1529380746,1529380746,0.000109,e,RST,2,1,1,134,74,60,9174.31152,0,0,0.000109,0,0.000109,0.000109,0.000109,1,Theft,Keylogging
192.168.100.3,192.168.100.354770,54770,192.168.100.149,4433,tcp,1529380748,1529380748,0.000136,e,RST,2,1,1,134,74,60,7352.94092,0,0,0.000136,0,0.000136,0.000136,0.000136,1,Theft,Keylogging
192.168.100.3,192.168.100.342958,42958,192.168.100.150,4433,tcp,1529380749,1529380749,0.000143,e,RST,2,1,1,134,74,60,6993.00732,0,0,0.000143,0,0.000143,0.000143,0.000143,1,Theft,Keylogging
192.168.100.3,192.168.100.342960,42960,192.168.100.150,4433,tcp,1529380751,1529380751,0.000155,e,RST,2,1,1,134,74,60,6451.61279,0,0,0.000155,0,0.000155,0.000155,0.000155,1,Theft,Keylogging
192.168.100.3,192.168.100.354774,54774,192.168.100.149,4433,tcp,1529380752,1529380752,0.000145,e,RST,2,1,1,134,74,60,6896.55176,0,0,0.000145,0,0.000145,0.000145,0.000145,1,Theft,Keylogging
192.168.100.3,192.168.100.342966,42966,192.168.100.150,4433,tcp,1529380757,1529380757,0.000159,e,RST,2,1,1,134,74,60,6289.30811,0,0,0.000159,0,0.000159,0.000159,0.000159,1,Theft,Keylogging
192.168.100.3,192.168.100.342970,42970,192.168.100.150,4433,tcp,1529380761,1529380761,0.000172,e,RST,2,1,1,134,74,60,5813.95361,0,0,0.000172,0,0.000172,0.000172,0.000172,1,Theft,Keylogging
192.168.100.6,192.168.100.6138,138,192.168.100.255,138,udp,1529380762,1529381794,1032.91858,e,INT,51,51,0,11903,11903,0,0.048407,0.048407,0,1.43776,1.858427,30.192961,0,4.621518,0,Normal,Normal
192.168.100.3,192.168.100.354784,54784,192.168.100.149,4433,tcp,1529380762,1529380762,0.000166,e,RST,2,1,1,134,74,60,6024.09668,0,0,0.000166,0,0.000166,0.000166,0.000166,1,Theft,Keylogging
192.168.100.3,192.168.100.342979,42979,192.168.100.150,4433,tcp,1529380770,1529380770,0.000198,e,RST,2,1,1,134,74,60,5050.50537,0,0,0.000198,0,0.000198,0.000198,0.000198,1,Theft,Keylogging
192.168.100.3,192.168.100.342981,42981,192.168.100.150,4433,tcp,1529380772,1529380772,0.000119,e,RST,2,1,1,134,74,60,8403.36133,0,0,0.000119,0,0.000119,0.000119,0.000119,1,Theft,Keylogging
192.168.100.3,192.168.100.342983,42983,192.168.100.150,4433,tcp,1529380774,1529380774,0.000156,e,RST,2,1,1,134,74,60,6410.25684,0,0,0.000156,0,0.000156,0.000156,0.000156,1,Theft,Keylogging
192.168.100.3,192.168.100.354799,54799,192.168.100.149,4433,tcp,1529380776,1529380776,0.000218,e,RST,2,1,1,134,74,60,4587.15576,0,0,0.000218,0,0.000218,0.000218,0.000218,1,Theft,Keylogging
192.168.100.3,192.168.100.342991,42991,192.168.100.150,4433,tcp,1529380782,1529380782,0.000129,e,RST,2,1,1,134,74,60,7751.93848,0,0,0.000129,0,0.000129,0.000129,0.000129,1,Theft,Keylogging
192.168.100.3,192.168.100.354805,54805,192.168.100.149,4433,tcp,1529380782,1529380782,0.000133,e,RST,2,1,1,134,74,60,7518.79736,0,0,0.000133,0,0.000133,0.000133,0.000133,1,Theft,Keylogging
192.168.100.150,192.168.100.15035028,35028,192.168.100.3,22,tcp,1529380787,1529380791,4.438785,e,FIN,29,13,16,5164,1640,3524,6.308033,2.703442,3.379303,4.438785,0,4.438785,4.438785,4.438785,1,Theft,Keylogging
192.168.100.3,192.168.100.354811,54811,192.168.100.149,4433,tcp,1529380788,1529380788,0.000141,e,RST,2,1,1,134,74,60,7092.19873,0,0,0.000141,0,0.000141,0.000141,0.000141,1,Theft,Keylogging
192.168.100.150,192.168.100.15035038,35038,192.168.100.3,22,tcp,1529380790,1529380794,3.437507,e,FIN,32,15,17,5538,1868,3670,9.018164,4.072719,4.654536,3.437507,0,3.437507,3.437507,3.437507,1,Theft,Keylogging
192.168.100.150,192.168.100.15035036,35036,192.168.100.3,22,tcp,1529380790,1529380794,3.427324,e,FIN,32,15,17,5538,1868,3670,9.044957,4.084819,4.668365,3.427324,0,3.427324,3.427324,3.427324,1,Theft,Keylogging
192.168.100.150,192.168.100.15035040,35040,192.168.100.3,22,tcp,1529380790,1529380794,3.438046,e,FIN,31,14,17,5472,1802,3670,8.725886,3.781218,4.653806,3.438046,0,3.438046,3.438046,3.438046,1,Theft,Keylogging
192.168.100.150,192.168.100.15035042,35042,192.168.100.3,22,tcp,1529380790,1529380794,3.428771,e,FIN,33,15,18,5604,1868,3736,9.33279,4.083096,4.958045,3.428771,0,3.428771,3.428771,3.428771,1,Theft,Keylogging
192.168.100.150,192.168.100.15035044,35044,192.168.100.3,22,tcp,1529380790,1529380794,3.433171,e,FIN,32,15,17,5538,1868,3670,9.029553,4.077863,4.660415,3.433171,0,3.433171,3.433171,3.433171,1,Theft,Keylogging
192.168.100.150,192.168.100.15035048,35048,192.168.100.3,22,tcp,1529380790,1529380790,0.002618,e,RST,6,3,3,434,228,206,1909.85486,763.941956,763.941956,0.002618,0,0.002618,0.002618,0.002618,1,Theft,Keylogging
192.168.100.150,192.168.100.15035054,35054,192.168.100.3,22,tcp,1529380790,1529380794,3.432067,e,FIN,31,14,17,5472,1802,3670,8.741088,3.787805,4.661914,3.432067,0,3.432067,3.432067,3.432067,1,Theft,Keylogging
192.168.100.150,192.168.100.15035068,35068,192.168.100.3,22,tcp,1529380791,1529380797,5.852731,e,FIN,34,15,19,5846,1964,3882,5.638393,2.392045,3.075487,1.68047,1.237063,3.36094,0.443407,2.917533,1,Theft,Keylogging
192.168.100.150,192.168.100.15035074,35074,192.168.100.3,22,tcp,1529380794,1529380794,0.000969,e,RST,6,3,3,434,228,206,5159.95898,2063.9834,2063.9834,0.000969,0,0.000969,0.000969,0.000969,1,Theft,Keylogging
192.168.100.150,192.168.100.15035084,35084,192.168.100.3,22,tcp,1529380794,1529380798,4.711624,e,FIN,31,15,16,5472,1868,3604,6.367231,2.971375,3.183616,4.711624,0,4.711624,4.711624,4.711624,1,Theft,Keylogging
192.168.100.150,192.168.100.15035088,35088,192.168.100.3,22,tcp,1529380794,1529380798,4.709679,e,FIN,31,15,16,5472,1868,3604,6.369861,2.972602,3.18493,4.709679,0,4.709679,4.709679,4.709679,1,Theft,Keylogging
192.168.100.150,192.168.100.15035094,35094,192.168.100.3,22,tcp,1529380794,1529380798,4.670557,e,FIN,32,15,17,5538,1868,3670,6.637324,2.997501,3.425716,4.670557,0,4.670557,4.670557,4.670557,1,Theft,Keylogging
192.168.100.150,192.168.100.15035104,35104,192.168.100.3,22,tcp,1529380794,1529380801,7.155139,e,FIN,34,16,18,5846,2030,3816,4.61207,2.096395,2.375915,2.321481,2.319481,4.642961,0.002,4.640961,1,Theft,Keylogging
192.168.100.150,192.168.100.15035106,35106,192.168.100.3,22,tcp,1529380794,1529380798,4.661981,e,FIN,31,15,16,5472,1868,3604,6.435032,3.003015,3.217516,4.661981,0,4.661981,4.661981,4.661981,1,Theft,Keylogging
192.168.100.150,192.168.100.15035108,35108,192.168.100.3,22,tcp,1529380794,1529380801,6.943572,e,FIN,34,16,18,5846,2030,3816,4.752597,2.160271,2.448308,2.215413,2.212828,4.430826,0.002585,4.428241,1,Theft,Keylogging
192.168.100.3,192.168.100.343004,43004,192.168.100.150,4433,tcp,1529380794,1529380794,0.000139,e,RST,2,1,1,134,74,60,7194.24463,0,0,0.000139,0,0.000139,0.000139,0.000139,1,Theft,Keylogging
192.168.100.150,192.168.100.15035136,35136,192.168.100.3,22,tcp,1529380798,1529380801,2.739908,e,FIN,31,15,16,5472,1868,3604,10.949273,5.109661,5.474637,2.739908,0,2.739908,2.739908,2.739908,1,Theft,Keylogging
192.168.100.150,192.168.100.15035138,35138,192.168.100.3,22,tcp,1529380798,1529380801,2.7424,e s,FIN,31,15,16,5472,1868,3604,10.939323,5.105018,5.469662,2.7424,0,2.7424,2.7424,2.7424,1,Theft,Keylogging
192.168.100.3,192.168.100.354822,54822,192.168.100.149,4433,tcp,1529380798,1529380798,0.000189,e,RST,2,1,1,134,74,60,5291.00537,0,0,0.000189,0,0.000189,0.000189,0.000189,1,Theft,Keylogging
192.168.100.150,192.168.100.15035190,35190,192.168.100.3,22,tcp,1529380801,1529380804,2.455534,e,FIN,31,15,16,5472,1868,3604,12.217302,5.701407,6.108651,2.455534,0,2.455534,2.455534,2.455534,1,Theft,Keylogging
192.168.100.3,192.168.100.343012,43012,192.168.100.150,4433,tcp,1529380801,1529380801,0.000056,e,RST,2,1,1,134,74,60,17857.1426,0,0,0.000056,0,0.000056,0.000056,0.000056,1,Theft,Keylogging
192.168.100.150,192.168.100.15035192,35192,192.168.100.3,22,tcp,1529380801,1529380804,2.463672,e,FIN,31,15,16,5488,1884,3604,12.176946,5.682575,6.088473,2.463672,0,2.463672,2.463672,2.463672,1,Theft,Keylogging
192.168.100.150,192.168.100.15035204,35204,192.168.100.3,22,tcp,1529380801,1529380801,0.002932,e,RST,6,3,3,434,228,206,1705.32056,682.128235,682.128235,0.002932,0,0.002932,0.002932,0.002932,1,Theft,Keylogging
192.168.100.150,192.168.100.15035212,35212,192.168.100.3,22,tcp,1529380801,1529380804,2.44689,e,FIN,30,14,16,5406,1802,3604,11.851779,5.312866,6.13023,2.44689,0,2.44689,2.44689,2.44689,1,Theft,Keylogging
192.168.100.3,192.168.100.343014,43014,192.168.100.150,4433,tcp,1529380802,1529380802,0.000088,e,RST,2,1,1,134,74,60,11363.6367,0,0,0.000088,0,0.000088,0.000088,0.000088,1,Theft,Keylogging
192.168.100.150,192.168.100.15035220,35220,192.168.100.3,22,tcp,1529380803,1529380805,2.024612,e,RST,29,14,15,5270,1732,3538,13.829811,6.420983,6.914906,2.024612,0,2.024612,2.024612,2.024612,1,Theft,Keylogging
192.168.100.150,192.168.100.15035224,35224,192.168.100.3,22,tcp,1529380803,1529380805,2.00321,e,RST,29,14,15,5270,1732,3538,13.977566,6.489584,6.988783,2.00321,0,2.00321,2.00321,2.00321,1,Theft,Keylogging
192.168.100.3,192.168.100.343019,43019,192.168.100.150,4433,tcp,1529380807,1529380807,0.00021,e,RST,2,1,1,134,74,60,4761.90479,0,0,0.00021,0,0.00021,0.00021,0.00021,1,Theft,Keylogging
192.168.100.3,192.168.100.343025,43025,192.168.100.150,4433,tcp,1529380813,1529380813,0.000082,e,RST,2,1,1,134,74,60,12195.1221,0,0,0.000082,0,0.000082,0.000082,0.000082,1,Theft,Keylogging
192.168.100.3,192.168.100.343027,43027,192.168.100.150,4433,tcp,1529380815,1529380815,0.000219,e,RST,2,1,1,134,74,60,4566.20996,0,0,0.000219,0,0.000219,0.000219,0.000219,1,Theft,Keylogging
192.168.100.3,192.168.100.343029,43029,192.168.100.150,4433,tcp,1529380817,1529380817,0.000141,e,RST,2,1,1,134,74,60,7092.19873,0,0,0.000141,0,0.000141,0.000141,0.000141,1,Theft,Keylogging
192.168.100.3,192.168.100.354843,54843,192.168.100.149,4433,tcp,1529380817,1529380817,0.000182,e,RST,2,1,1,134,74,60,5494.50537,0,0,0.000182,0,0.000182,0.000182,0.000182,1,Theft,Keylogging
192.168.100.3,192.168.100.354847,54847,192.168.100.149,4433,tcp,1529380821,1529380821,0.000158,e,RST,2,1,1,134,74,60,6329.11426,0,0,0.000158,0,0.000158,0.000158,0.000158,1,Theft,Keylogging
192.168.100.3,192.168.100.354848,54848,192.168.100.149,4433,tcp,1529380822,1529380822,0.000113,e,RST,2,1,1,134,74,60,8849.55762,0,0,0.000113,0,0.000113,0.000113,0.000113,1,Theft,Keylogging
192.168.100.149,192.168.100.14936547,36547,192.168.100.6,135,tcp,1529380826,1529380826,0.001007,e,FIN,10,6,4,808,476,332,8937.43848,4965.24316,2979.146,0.001007,0,0.001007,0.001007,0.001007,1,Theft,Keylogging
192.168.100.3,192.168.100.354856,54856,192.168.100.149,4433,tcp,1529380829,1529380829,0.000108,e,RST,2,1,1,134,74,60,9259.25879,0,0,0.000108,0,0.000108,0.000108,0.000108,1,Theft,Keylogging
192.168.100.3,192.168.100.354858,54858,192.168.100.149,4433,tcp,1529380831,1529380831,0.000196,e,RST,2,1,1,134,74,60,5102.04102,0,0,0.000196,0,0.000196,0.000196,0.000196,1,Theft,Keylogging
192.168.100.149,192.168.100.14937605,37605,192.168.100.6,445,tcp,1529380836,1529380836,0.018477,e,RST,11,6,5,1158,540,618,541.213379,270.606689,216.485352,0.018477,0,0.018477,0.018477,0.018477,1,Theft,Keylogging
192.168.100.149,192.168.100.14944329,44329,192.168.100.6,445,tcp,1529380836,1529380836,0.020128,e,RST,10,6,4,4875,4609,266,447.138306,248.410172,149.046097,0.020128,0,0.020128,0.020128,0.020128,1,Theft,Keylogging
192.168.100.149,192.168.100.14941989,41989,192.168.100.6,445,tcp,1529380836,1529380836,0.015893,e,RST,10,6,4,4875,4609,266,566.287048,314.603943,188.76236,0.015893,0,0.015893,0.015893,0.015893,1,Theft,Keylogging
192.168.100.149,192.168.100.14944135,44135,192.168.100.6,445,tcp,1529380836,1529380836,0.012134,e,RST,11,6,5,1103,540,563,824.130554,412.065277,329.652222,0.012134,0,0.012134,0.012134,0.012134,1,Theft,Keylogging
192.168.100.149,192.168.100.14938115,38115,192.168.100.6,445,tcp,1529380836,1529380836,0.008931,e,RST,10,6,4,4875,4609,266,1007.72595,559.847717,335.90863,0.008931,0,0.008931,0.008931,0.008931,1,Theft,Keylogging
192.168.100.3,192.168.100.343051,43051,192.168.100.150,4433,tcp,1529380837,1529380837,0.000169,e,RST,2,1,1,134,74,60,5917.15967,0,0,0.000169,0,0.000169,0.000169,0.000169,1,Theft,Keylogging
192.168.100.3,192.168.100.343053,43053,192.168.100.150,4433,tcp,1529380839,1529380839,0.000161,e,RST,2,1,1,134,74,60,6211.18018,0,0,0.000161,0,0.000161,0.000161,0.000161,1,Theft,Keylogging
192.168.100.3,192.168.100.354874,54874,192.168.100.149,4433,tcp,1529380849,1529380849,0.00022,e,RST,2,1,1,134,74,60,4545.45459,0,0,0.00022,0,0.00022,0.00022,0.00022,1,Theft,Keylogging
192.168.100.149,192.168.100.14944697,44697,192.168.100.6,445,tcp,1529380852,1529380852,0.045501,e,RST,10,6,4,4875,4609,266,197.797852,109.887695,65.932617,0.045501,0,0.045501,0.045501,0.045501,1,Theft,Keylogging
192.168.100.149,192.168.100.14942809,42809,192.168.100.6,445,tcp,1529380852,1529380852,0.041948,e,RST,10,6,4,4875,4609,266,214.551346,119.19519,71.517113,0.041948,0,0.041948,0.041948,0.041948,1,Theft,Keylogging
192.168.100.149,192.168.100.14944483,44483,192.168.100.6,445,tcp,1529380852,1529380852,0.041437,e,RST,10,6,4,4875,4609,266,217.197189,120.665108,72.399063,0.041437,0,0.041437,0.041437,0.041437,1,Theft,Keylogging
192.168.100.149,192.168.100.14937321,37321,192.168.100.6,445,tcp,1529380852,1529380852,0.038529,e,RST,10,6,4,4875,4609,266,233.590271,129.772369,77.863426,0.038529,0,0.038529,0.038529,0.038529,1,Theft,Keylogging
192.168.100.149,192.168.100.14945493,45493,192.168.100.6,445,tcp,1529380852,1529380852,0.031414,e,RST,10,6,4,4875,4609,266,286.49649,159.164719,95.498825,0.031414,0,0.031414,0.031414,0.031414,1,Theft,Keylogging
192.168.100.3,192.168.100.354877,54877,192.168.100.149,4433,tcp,1529380854,1529380854,0.000146,e,RST,2,1,1,134,74,60,6849.31494,0,0,0.000146,0,0.000146,0.000146,0.000146,1,Theft,Keylogging
192.168.100.3,192.168.100.354883,54883,192.168.100.149,4433,tcp,1529380866,1529380866,0.00018,e,RST,2,1,1,134,74,60,5555.55566,0,0,0.00018,0,0.00018,0.00018,0.00018,1,Theft,Keylogging
192.168.100.3,192.168.100.354884,54884,192.168.100.149,4433,tcp,1529380868,1529380868,0.000132,e,RST,2,1,1,134,74,60,7575.75732,0,0,0.000132,0,0.000132,0.000132,0.000132,1,Theft,Keylogging
192.168.100.3,192.168.100.354900,54900,192.168.100.149,4433,tcp,1529380898,1529380898,0.00022,e,RST,2,1,1,134,74,60,4545.45459,0,0,0.00022,0,0.00022,0.00022,0.00022,1,Theft,Keylogging
192.168.100.3,192.168.100.354902,54902,192.168.100.149,4433,tcp,1529380901,1529380901,0.000171,e,RST,2,1,1,134,74,60,5847.95313,0,0,0.000171,0,0.000171,0.000171,0.000171,1,Theft,Keylogging
192.168.100.3,192.168.100.354903,54903,192.168.100.149,4433,tcp,1529380903,1529380903,0.000139,e,RST,2,1,1,134,74,60,7194.24463,0,0,0.000139,0,0.000139,0.000139,0.000139,1,Theft,Keylogging
192.168.100.3,192.168.100.354906,54906,192.168.100.149,4433,tcp,1529380909,1529380909,0.000158,e,RST,2,1,1,134,74,60,6329.11426,0,0,0.000158,0,0.000158,0.000158,0.000158,1,Theft,Keylogging
192.168.100.3,192.168.100.354907,54907,192.168.100.149,4433,tcp,1529380911,1529380911,0.000212,e,RST,2,1,1,134,74,60,4716.98096,0,0,0.000212,0,0.000212,0.000212,0.000212,1,Theft,Keylogging
192.168.100.3,192.168.100.354912,54912,192.168.100.149,4433,tcp,1529380921,1529380921,0.0001,e,RST,2,1,1,134,74,60,10000,0,0,0.0001,0,0.0001,0.0001,0.0001,1,Theft,Keylogging
192.168.100.3,192.168.100.354914,54914,192.168.100.149,4433,tcp,1529380925,1529380925,0.000179,e,RST,2,1,1,134,74,60,5586.59229,0,0,0.000179,0,0.000179,0.000179,0.000179,1,Theft,Keylogging
192.168.100.3,192.168.100.354917,54917,192.168.100.149,4433,tcp,1529380929,1529380929,0.00017,e,RST,2,1,1,134,74,60,5882.35303,0,0,0.00017,0,0.00017,0.00017,0.00017,1,Theft,Keylogging
192.168.100.3,192.168.100.354919,54919,192.168.100.149,4433,tcp,1529380933,1529380933,0.000119,e,RST,2,1,1,134,74,60,8403.36133,0,0,0.000119,0,0.000119,0.000119,0.000119,1,Theft,Keylogging
192.168.100.3,192.168.100.354921,54921,192.168.100.149,4433,tcp,1529380936,1529380936,0.000154,e,RST,2,1,1,134,74,60,6493.50684,0,0,0.000154,0,0.000154,0.000154,0.000154,1,Theft,Keylogging
118.215.114.65,118.215.114.65443,443,192.168.100.6,49159,tcp,1529380942,1529380942,0.000393,e,RST,3,2,1,211,151,60,5089.05859,2544.5293,0,0.000393,0,0.000393,0.000393,0.000393,0,Normal,Normal
192.168.100.6,192.168.100.6,,192.168.100.1,,arp,1529380942,1529381712,769.292114,e,CON,20,10,10,1200,600,600,0.024698,0.011699,0.011699,0.278004,0.786022,2.502036,0.000059,2.50121,0,Normal,Normal
192.168.100.3,192.168.100.354924,54924,192.168.100.149,4433,tcp,1529380942,1529380942,0.000153,e,RST,2,1,1,134,74,60,6535.94775,0,0,0.000153,0,0.000153,0.000153,0.000153,1,Theft,Keylogging
00:00:00:00:00:00,00:00:00:00:00:00,,00:00:00:00:4f:b7,,rarp,1529380945,1529381605,659.57666,e,INT,33,33,0,1980,1980,0,0.048516,0.048516,0,1.087854,1.964144,18.493517,0,4.997974,0,Normal,Normal
0.0.0.0,0.0.0.0,,224.0.0.1,,igmp,1529380946,1529381558,612.009216,e,INT,6,6,0,360,360,0,0.00817,0.00817,0,0,0,0,0,0,0,Normal,Normal
192.168.100.3,192.168.100.354928,54928,192.168.100.149,4433,tcp,1529380950,1529380950,0.000119,e,RST,2,1,1,134,74,60,8403.36133,0,0,0.000119,0,0.000119,0.000119,0.000119,1,Theft,Keylogging
192.168.100.3,192.168.100.354932,54932,192.168.100.149,4433,tcp,1529380958,1529380958,0.00013,e,RST,2,1,1,134,74,60,7692.30762,0,0,0.00013,0,0.00013,0.00013,0.00013,1,Theft,Keylogging
192.168.100.3,192.168.100.354935,54935,192.168.100.149,4433,tcp,1529380964,1529380964,0.000181,e,RST,2,1,1,134,74,60,5524.86182,0,0,0.000181,0,0.000181,0.000181,0.000181,1,Theft,Keylogging
192.168.100.3,192.168.100.354944,54944,192.168.100.149,4433,tcp,1529380981,1529380981,0.00016,e,RST,2,1,1,134,74,60,6250,0,0,0.00016,0,0.00016,0.00016,0.00016,1,Theft,Keylogging
192.168.100.3,192.168.100.354949,54949,192.168.100.149,4433,tcp,1529380991,1529380991,0.000208,e,RST,2,1,1,134,74,60,4807.69238,0,0,0.000208,0,0.000208,0.000208,0.000208,1,Theft,Keylogging
192.168.100.3,192.168.100.354955,54955,192.168.100.149,4433,tcp,1529381001,1529381001,0.000141,e,RST,2,1,1,134,74,60,7092.19873,0,0,0.000141,0,0.000141,0.000141,0.000141,1,Theft,Keylogging
0.0.0.0,0.0.0.0,,192.168.100.6,,arp,1529381010,1529381654,644.096252,e,INT,9,9,0,540,540,0,0.012421,0.012421,0,1.996827,0.000398,5.990481,1.996818,1.996841,0,Normal,Normal
192.168.100.150,192.168.100.15056976,56976,27.124.125.251,123,udp,1529381012,1529381012,0.048987,e,CON,2,1,1,180,90,90,20.413578,0,0,0.048987,0,0.048987,0.048987,0.048987,0,Normal,Normal
192.168.100.3,192.168.100.354962,54962,192.168.100.149,4433,tcp,1529381015,1529381015,0.000209,e,RST,2,1,1,134,74,60,4784.68897,0,0,0.000209,0,0.000209,0.000209,0.000209,1,Theft,Keylogging
